id,safe_type
0085337e77d1cafe5034989a4b3785bf04dee183a380ecec8d0162f3ec763adc,1
008f45a1c7c4db1d9599ccfe28e59b1263e1ebf0d545d69bb936baf2a2ce32cd,0
0093ad761552cfd7c07775d63f8de24c72531c58c0fc78a9987dbac1d49cc314,1
0097993e011c8657f542cd20ca21b6d9b82d05d56373a88840856088ff7caf2a,1
009a201f8e6184bd19976028480a356654f1669030eeedfe4d2fe740f9074963,0
009adb3a4b818f9b57f95bdb9a1c988f60cf6002236ef4fadabeaa04c9d7eeb8,1
009b22e2842d1c838be0da8f09b98165c09aaa4e68a087482a467ba26e0d084b,0
00a6d80f7bec33f3c2d0134a27c8ea853df997e6db06b63718ccdbd99aa8a3c5,1
00a8264d9498c388d0f136ad488a5a07db0f9b4e2b75381cb21c6ca547c243a4,0
00b19a30e5a6de007800e93ab83bde6fb16224a1b0f22d06917576cd3bc0e489,1
00b457a92c5d2b47be332dd36573e74ce68a426915e3b8e4edad660a2e6ed727,0
00bbeb72cc5493b1f7e2420c96938c182a5a20950a9efa6d0dbf061ce7fd09ed,0
00c171a4b184e8a702d95a91e597d29c11f3d03760602d0bfaea260ea15ad89a,0
00c55d5029f6da1ba5b400ef9a30430f00dac1b96549f4d318c72d7f3687a134,0
00c65973ee220018aff784b1c9a608f8b2f66c606c83a5d5bc185b68a1d92482,1
00ce7d74a0c4a01a5feec0e98bd8caccddf67bf6f5d50660c31743dd6f3b4f41,0
00d09671100e21e8f8f23ac8530e02e71d2192f8ae14d80ae200bde32714ce6c,0
00dadef43bbc64bc11aec4e447ddb4cd051128b1afe62d00b96752db34188540,0
00dfc19ea1d96f64f5c743c18cc42ae58d6d095a6732696dbea51c888db96e49,0
00eac681f78eba55ec9dfe50f16029f403c92491933b2248432c84d53e586588,0
00ed8ec7041f98360134e383ea99a74d8f7f6437c7447dbf29ad20225d655639,0
00eda374220eebd623c26442b9fa48e71d90adbc31c8b4350ae648b56fa93e5b,0
0100884bab7c08fc286984caea6216fcd2f5ab42523c9cd9f4fcf068b2a8fa7f,1
0105077d8419c0dcf371e436a5c83a5203878042c645d4375b44ec498bb8cd70,0
01053e25d49048d4cadc4bca71de2a95666ee724a7f59104bc427f01084828df,1
01091e95cb882bf0f0cde024e8883b56a206eb81565b01739530ddd5bf6addfc,0
010eba402a5d42c754cd149a46498b0d13b438fed2dc2d0a0b556ab57c4be4fd,0
010f2f6af7a7bf1ce80da51f50e29dc821d4b7928fc35d93dac8719e8a69c2f2,0
0112b8748c968439b133bcccccf36d65d666a20567fcdbd8268e2079242f67ac,0
0116b8147025298133182be86cab4853ad5dc7ad78fc27a971c7d58c96e2b587,0
011815f9a3292a77ed62fa579296748e1c7a4707a5b2b56a077bebc823354a3e,1
011e6348616420fa977d866377f708408eefd701ba78574d4617b55786b258dc,0
012304f7b459badebcb3855e3eedbbd7463d38b412567ec9caf608e7cbbfa62d,1
012c1e68e2099516e51849e9239623d2a96acc8034429e3a8c25924b9b86cedc,1
012cc0ff7bc347eaa6a786febb3ffe42c531bca5d05ba135aea506b0b9f6df08,0
0130de9afbfdd99366a040050622c3c2b7731e5d841110450428e54deb9d0271,0
01333576dd101eee461613f299e676f976258b1108be23a8b66202c96769063d,0
0133db6acb5f48578d18de1b24c8737599601d7048d805b587e526a475edd5bd,0
0134c7b228833e8c392440284934407c9c42277aa9339bfac2424e724984af7b,1
0135af6621d4c47d9e13e00b60458d8baba016ff2170eec9761bcc271d1b0756,0
0138fd16d1aad199faa379e82ca17b602a4bd6bc68639d4d02c4274ef4944251,1
013b5b1de63a93c6c231f0f68a171c63511694900734dbf744c6651d091c402c,0
013bea67b59608769d9f09c5d47ecc6957d81a309cf4cd2beb71bafa0bfb8aeb,1
013e3a6213c14d0a1e9492900c1c0eda36f13265ecfa9531189e8e70dea58703,0
0143166d1d1e1fb2cbb04825dacf920ac65f4bee3fd5cfc306ca7d47762724e0,0
0143349ba4b5792dc594df3dcbdb01b47a908e269dcf403fa6d29e5b8639b9a3,0
0145efbeac3bcd33f9576038dd851eef201ee5be4e6ed862ede3f4edde33783d,0
0146aa62e700d0491335ecda5fa3d48b992adaace502e16c21472e0d679ba712,0
01492f1e0e8f842e5f7ade8b6ed4dfd3945aca56fa85ec5d035619ac5bfdeab7,0
015491d6970d68f343f1fe6ec3299cce6c12ec575729038263994e51cfcf1732,1
015792a51eb586fd7e8c260e0fabcf954f2c477af89c82a3b29f3bdc650593ed,1
0158d23e2df87f10391c2ddfc7e6bc724a51e07ef968cfffd265c66b2563251f,0
015c36b05b3b9cc0efb2124f1ac3a52629e8a0a139c7c202c291fbc0504583e8,0
015cd7dd57db4b25fcaadc4cc3a4a10698252f386501651366af9f438ca87fb2,0
015f19b9b61e470dd0a039f422cf6d4f30f0a092bf70c78f2eb5a3dcf3ff140f,1
01610a0bde4a38fae2e3255db33746ef2297fb60e08c43f6af78aba5dd8e89a9,0
016378e43544f90297b149a78582ca87b5fa54e715cb6b00e36246af3a77e0b1,1
0168b9c9660ef77efb7f9ebaeba3e1ede2a3015d824447fb59d464903ae80ad6,1
0172bff1ad8381334c4ac7eb2949f364f7dc7969f657c09e33d729566538463d,0
0179fc06e531a01162a729550fb603a80ce68dd303e268fac8fcd25337613971,0
017d8f698f82bdb3b4feb8a0daeafd8fb751f42f42dff4db819ac42556ac6312,1
017fd65ba1d304db3f8b42a26befff815b2f0af5242a88564b62aa662c3835b8,0
017ff1dba0f66fb5a1a3caf0c2668c06a404b720727f21549966c17a56bf9ddc,0
01844395a7250828496d2b49044acf483b31b09729c34b8799236a0c16e33c74,1
01892373bdd443c013b5202153ba3727caa0b85dd47f86ee2b1aa399afdad02a,0
019c13f47381542b668eff0e7bce4e443d31687597e95c5101de7b71dc3796f2,0
019f25a084b7e12744949ed413fae0deb3ae4e3ac10d7cd2de66a077e451e061,0
01a07b32f0eb89be453432b40c3ab4c2b672217fac174b6f998aaeeb877fe393,0
01a45f17c54721721c26a074a7856920dedbb000298e16380ca40296a165147c,1
01a4853d6f9078bcf408a8c2f7f0feef47884b8a789dd68645208951cfaf06ee,1
01a5f07c49affc8c0379a98d5365578e83ff05d82f1138a6ed0e7fdf1491b538,0
01a6d2b5772aeed4fd4b05336451c6382419bdcf0c5935091da8dde93b27865b,1
01ada5f0ae12b986c588e95f430d2a2b77a7a93298dd92e1f50f3defb35730f7,0
01af62832c223ead8a90868c4f456202dddcf38b264cadc433af11227dd42591,0
01b12ba07cb3403eda2f2a66340cd35264a929ffbcfcaaf0aed26b084e37caba,1
01b15a2a8534114b670e32615f9adfa269fe5386c980c702ac3d8867e57c73d9,0
01b95ac254645ef9b9f5c5dd156706c12160efd355c1c7e60d6c6544a398b7ae,1
01c1ff76abdfa935913d921445303353e1d51b9a6b60d6f4f8facf7a8ad16ef6,0
01c54ac8af106c67915f1d281c4262fdf5ec7008258bfbdafcbd6e00cb73b3e7,0
01c623bdddf57dbcd9f5532c0822299d3f369272652e19c8eb305543b7d260b6,0
01cf128395ff7e8613b548e1fe7675f849671bd6e8e88899e3969fd8c4ad9822,1
01d5cb24961a3f5c9e232b8fe1ab0cd409c20afdb22f04bc86311bd7fba5a3e6,0
01d882575d3f3c6ccbd1a6ecfba473759544dbf31329016aab77dd7caeb2fc38,0
01d96d028368770bda01128110afe9cc206c9df234005a42cf9a186218576be7,0
01df6227103612005937bcd96157abb76e74cc4ed95af329c8ae4e5f98fb68c8,0
01e70d90653c220dba1f71fd6c38bc40eb12bba06017d7a7189d7884c4754c90,0
01e8ab13e906f985b52434ed13dd851c53c4c00773e9c85717063f5bf6f932d0,0
01eaccf3f1d2b15733a955bd88019dc8e490944e46ca0d9635a8e5192639dfb6,1
01eb81ec1eb7b13d3373187311ff1ce3a3c3cde3003689b9baa8eda5122df153,0
01ec63c452fed017c111e7a2eb884cf3144337015819aa0cb6ac90712a269461,0
01f01a397fe03406e54db374976bb0582bc706c561ea6f9ffc6d72b49d94b829,0
01f628e48c8a245a0d16f7f55031844b67ede48396284ff4b39d67ba35e826d3,0
01f79badb3eba25ea1c3454e1fe46d7ae8244a6836756fc0680b5c046f4d511f,0
0201b412553a67691ed6c9d3fb24c66209b890f5189b5a3e06eaf51d606960bb,0
0203dc44df1f4ee57d77cb5e786d2d687fff4cebdcd710d79d889884bc9924d1,1
020b168f1d93d9c7b34f0ef28266e7d0d3f1a59f289e6e9d8ffeb6996537394e,1
020d3e92700d2cc8dfa0ae28756be5c90f58024ecbd5919cb62e518ff095ff54,0
0211bba63ca7f4e4aef931cd7fbbfe03cf97e186f5376f71116da9e22bffe4ed,1
0215566efae965a57fa8baaa3f482d699e85931031d6b573d08e8f28bb036f6c,1
02177834ee8e8b60b453130e0c493d53ecdde49fb60c199eb81bcfb8ebc8b561,1
02190fc95e4ac939df67930c9e0e6ad9ae8da760f5f333b5e9ff9f85df4a1e21,1
0219a48f3c3e3d927b59cdeeef1f2bcd46313450d37ffec4cc4e2ddfabbdfd6c,0
021b2af3b972cf6ec6493016373dbff99cb6821d2095f11abf7c4f4e881c3b93,0
022881a8f73b9f6c3049f85f5a96877fdf77868bfa9153958e09b374fa377fee,0
022ccf21fd4b9c538eab5feedd0df9d211627b985b3190a6325f370c405e8b61,0
02371f37fb267404815cd0f32cb04ed3e81448ce95fd5b74fc93b439d4897471,1
02466976ba5ff952ce9d5254b56d51571aa487a70179dfa8b0ba99fd4b3721c1,0
025ad5b495de67fadec313280df07cbe03a4e91a09adeb72bbebe236b1d97e67,0
025c581c7727948d85b6c932bcdd16ae4b75f7e99f4821b5c29e120c71b0bb58,0
02624843b6b00cc0b8c580070262598e95eca334306b4d119d93f3e9208ae702,0
0264e480ea114eb8bc174403d3006afc1179331a83ccb8cdad3008ae60da0989,0
02650e5ce89f7f18fccba301813a6c224726749d00b328ab68e337395382ef81,0
02697953030fdf0c42bbef48bfd9d88180b67682965537335de8b3a2e85135b4,0
027561c24aad7fc8981c025c7dc115f0dd9f02422c28a0563ccb4228ed19fbaa,1
027fe469c781b81e74476e66551c17763a3ff17326a8c3ed062526eba9f06bdc,0
0281c23a7423e1f350d4ea77194aad4236a119b199dd52d7938198e99a35abca,0
028f7ff0f7670c66c0c2d61099a90b6c68f1f7865423ec7cc34f8d7d0351f08e,0
028fd54f9e1b87b8457652e12937fb3509532027aaa396b7deacee4afaac916c,0
0296388c9a1befdf80bda4be6711a9dbc15fa2862af6df9b44366ac9cb663b29,1
029bc9fc3c134eb348b50737209af2c3bf5d3bdb65b1c6ac181cf2b8958546e5,0
029c3ca27b4626d37283cae1fef4df32c9d5767f54b6cfb78f3c67dfdc084b5c,0
029d3c994b04145931f88ea11d6be91c4d3cd2bd2d76f234cc13709a5409f415,1
02a2f748341a27cba59f81c11bbb95b9682adbb033f15bf23da5fb4c137b13f8,0
02a3c4db44bf818d1ebdf3d859af55995e67754f3dde2c1cedd5a8c3cd1eadca,0
02ad2291c9a0cb026795746be6df7c8ba599ff4eb091adfd9abd578641f67323,1
02ad5b49cfe3dbef6b2b1a91ca4287b48be80f472fbb348659d655e478814543,0
02ae46c1112af25ad5b425938878d67baa244797e096e9c7d317ed46a471382d,0
02b4bf4fa2a987a1f8c964748746d25d97f7bfb3bf02b4790d94000a0ae5b4a6,1
02b7849f15da0c4c4781708d34ad5d4d3c6b00e73ccb32b5b6c4f8c3b4c5e3a8,0
02b802582f9b11ee04523d7436ce76ff29583ae68d157a07c45b1c31e8d3ea61,0
02b8f2f32937b2d4e5f651a595277756b7d67497077fa3613c082a05b7d647d5,1
02c66fb355b5b5b572a3b9a57a23b4e80257793a0218671e0fcb986367f374d4,0
02cb5790e1d511c12341f2c25a3dd4f691a65bcb5aa5c9beaf526bc08ca569c7,0
02e9c95a1a54773ded6bab4e045b05139f1865f7a9342a0437c30dfdfb22a45f,1
02f224c1fb92db3b61e8faa146fc614d92ab8968965d2100aa266d982e615e01,0
02fbedfbd1f06254855ca051c7c73f45ae8f1cd64cd5b7aae2642b424e2d6aab,0
02fc0a24ccca613c9f9427993e670efb8d27593c5296979c311d9390ce740344,0
02fc6382d0a3e93915a4fdb6e0d308fa36ca107723a5fdf1f0b321a5e6f97939,0
02ffe0df51a2517352e4427e9f29ff2988a8a57d2c41bed538498cfde8965cdc,0
0305358a4fcf5079590a0976e3bc486a544ffe87e691c47608897ae79f49a4e4,1
03081479ae69e21bdcec3d5f216e39309809143b4101f1cc78e93466cd95e5b3,1
0309b036a6e913d67d0dd6afc4fd57f311e1bbaf660c38de7cf4946ef50437fd,1
031164c81e9c7a5a9d1f9e7d7b4c99dc54cd7a0d0b7bdf1fc50869f61a17c5e9,1
0318da3c9ba928f122cc745a7379678e92b59db254fcf85daf72e02cadd8c5d2,0
031a4234c45b1a67ca9ddf5e759bc11446480c37fb68932e2a8b6fc6926bd432,1
031b36efbd43b378086c54500d7a47f72005267d5263d592079a372fa0aee8bc,0
0323254d30de3bc68cbb0ee779b9c12724f27b8255a8088f8b0a35632ee1e6af,0
0326550dea61478ef81c40214301f5e22b2eca7b30e64ba168253d877d01cdc4,0
032ed8c728277121a11e54ca25198d42e78d6e62ff79cb3d8a403bd1a099bbfc,0
03331fa81e7e394bc7b1fb520e80f3bc76a874168fce170ad06c25e9e73537a4,0
033517593273f60daf7cfc54eecead3e12cc05b9ae2443b61afa07c704ed0665,1
034a92c0dc581093c6bd70b521e33a3ac094e84c37b7d2a6ca7640ddb2d2ea65,0
0350681d99eaa6811cd3518bb04b01317dd79a047030ea454d48127d5ed6e07b,0
03585bdf0a4f23414953e684dd8fbef1fc2ee471023b7020d99916e02260f3f5,0
036327364526a24030ac12bd5824f5a5fe474cc40eb4245c3da90f6a780f9d5b,0
0367392bbbc715e6adbc5c7eb534f3713d3e708c82e5bde8cb9392f312cfabbe,0
036bd8e3efada9b060cbcf36ad86eb906123b9c623e7e12ef9cc60af7ca7702f,0
0371c044bf76ebeb5e95e7a81902f8909dab8e1bf779f8f50b80e22e1be78bd0,0
0372c16700a8450cc3aad6fdb03ef8c0706e5395142654f38d03fc890cb64cc3,1
037c231f4c31a4465d9dd5eba133a1e8572f231e0cf0ea9c5746f2f558f69aca,1
037ea8f2cfb5baba346778ae3af91cdf61e93a424457b88deb16c8bdea33e7f6,0
037f36fe00f35d0eb66f67fc8d51c7ccb2c21870a6e56a34489144e6e12eb2e1,0
038488b3db7e14236dde1f4a47c16dfabec678fccb33160658eaa4ff6c32f3a9,0
03890f1478cec358629f5b2a1fe532d0d8b9f26dfe9a54d88c9b31ed6779fc4f,1
0390b2b9c6a17192de7694dcc3abf31eac234e20c888e9e831d64cdcb51c3de0,1
0391f395618682f39bb5dbb41369309ae8d7eac38aae5d574dfa3ee3cdc8e4c9,0
0392981ab26e07e944f3f97f5edfd378e9384cf96baf480ae6bdd14e764f0fa5,0
0393651b68581a7cb20e4704a0fb91510ebfb6a0cc32bacc79f9372c46072ea7,0
0393add648090a193ed055a39e8c2fe5bf86515b77b459ed64a31ab4f9aa9475,1
039d87bd950cdcabd19841e69308c980bde9f49f654ca19e68144923881b4aa6,0
039e53c1f70cd92bef11af23a6d3c3ea9db53a9721d93a1677fe61155547892a,0
03a0f0b11c75b8e9f5f78886ca0368548e554484e988b97a2b71594d641e4948,0
03a22a61b18f056740ec6af668a648f86cdf051b70afc1fb9484205ed2dd1f45,0
03a369f411ad206685ff54445010d0e7abe426232d4b5b5091795252ef6e73ff,0
03a74ed643f328757e8695b946a17ecd95f7be2531001c56cc0a4472b4ba04c6,0
03aba400e03ca097d010954132ba51a17e648c2e4afc27536c09a489d0b3028b,0
03adf062cd9ad0cbd9182bf88ff9f3775d4d96b742f12bc0d3ea53ba6d689931,1
03b018ee28452f4bde870d09ae1629bd603f3ff276209aa41abb683d394f4661,0
03ba7fb600656f9fef26a0097f6622b3732cfb440a572cdf5278eedbcdfb9275,0
03cb0a07b40b48cdd53a7479fd0f73eb4923eef17393379f786cb68f54c00807,0
03d3da5bd43144fc97c4b97481a5ff393afff917bd3d7f77eb47ad841c241fc2,1
03e1386b709b4c14a038055a0203770c6e13264e8db21b1b8eedee845644b39e,0
03e3ff6a4f590cc8741908a33e341ff21aa152938fb23a7a5958ed14215d5fd3,1
03ebb38211fb40cc03c1ebe990868e62a2758e700debb5822b6f82eadcbe1759,1
03f00085000fd13e1fee2b811f7180659738914a0f4ec32734e00c71602d7350,0
04038990d6302155d87a18d215b267dfcd98e7783b6327ff3ffe52630d3e2fc7,0
040c267fbf38101b1857f757c9791ee95e4d811854ed42c23e573ca812545f0b,0
04144f3e069cc3297ccecc07c1e262ee1a2d6cfed44558b24f21ceb586543a6c,0
04252302e3dbf8050c971dd96a9c38e8f5aaae97f17e257a0aa1adf06be45f5b,0
04271583147f7ddb88160a958f0bedb410274b208745a2bf9763f042e632aa4f,0
0429f289d9a5840bafc935d01cafedf9d51577a39d5d1afe1675b583e9fd0f91,1
042bd9a6affe0491c767be8b97480ae74ab45c8908bb7c77c4258aff57dce936,0
042c30d02731682267fa910d2ba012978898b14c4364790b0dff782eee83a1a7,0
042eccfd6ff331af479bcc4157f262ca616ad8d17eb11d1ea2236c0e274aa5a3,0
0438feca8fb424cf6bf18d20e164a9375a050e6b108220f93f40dd7f35e1a0ff,1
0446e427447d736ab1b13c98225fc0c84cc0d4e80beda70123c1a8823bab05c0,1
0447495805750926267731cdf437898ec9dd0002c0b8f75f617c2124592c6bd6,0
044abba30fec8d91b3a51900afc17e7025d4bfa76dc9c4e6be9124aa75e38ab8,0
044c3b848af3d00f94b36f5a9f9f2c5e1f2722586f0483a2ebfe94ede589dab2,0
045069a00955cd885bdea018c6dd9ab1269d1128becf5e541f5b68600fef7a05,0
0453fe1a4605ae68c28274645abf98f9121608380929784e666537b1120e2334,1
0455ddf7f8c3bd9b16de356538850fde61dc82b7a937147ef02228759386ffef,0
045764840843ab811e2f8e0b52813ba8350d02dd261199bf27fdf62dfeabb5f9,0
045c717e7649bb8ae5859cb7b202fde3c1929f97f86b292e968dd954243a6f0a,0
045e1295de9ca4f641abc2570ff22d42671b1159456c1d2def943116e0ae8951,0
04615c8764be6739df5582b454889a57c7abe640daf7765e09eceb40312d2dd7,0
04645cae1cd6b2bd91124de37914e82d654db7612c96d0f52a2029d519188f38,0
047408f25c4caf7d47f0a6dbf20590d7dc0ccda2ccc3708ff8bab9ab1486da41,0
047b1b8c57059917d6b38d4d03e847f0f1568c2ed3066c672672eef12593774b,0
04841c743258af466c9e1aca3a3d2f63bf5a90222e7d6176c10ec21827931534,0
04844c269ad4a07f73e3fe05289fa36bd083b4ae82e1bf059557f36c3dc5b05d,0
04845d89adc6e686f16d9400199e14a893ab532dcc084ffe978ddf66b862c898,0
04868710f1badf74c068ac1abcbac7b8e3319041693ba06603005524f79f8e36,0
049a1f0e2ea3ebff47903ad34c9332e38aca8583237c9804020988385d387f99,1
049b8b6e965ee2b6a58091f5cf7c218e3674e2bff62dffe2db2276f14e90c250,0
049f7c6a6139b8378c829fda87fc20436d267fedf6af14dacf64da1c7f7c0c28,0
04a1617591f17c4cf005d79c82bda0a95e925a79fb85a0a079890207aaa54190,1
04a5012a8cdeaf8ae80a110edb19f84304be21c036f147eb1478feee0cccb1a7,1
04a55f8bc770682cc68a57d611a489b90df4145139dcec74fb12b2d500dd4de4,0
04abbe44849800170a888af4c284a862f4983211645a896522fe655c6f65d5f1,0
04b00e07fb20c1ec544a14a9db9f4986fb4195c652cdf095a24eb2fd77315352,0
04b41ccfb490ef373b141760042648869611963b7a93289d8f3188ac5c805b3b,0
04bbdf2699a11399983af85f722202abaf9ace3ad932fa055337f58e153aee6b,0
04bd90e48e73e05a1fe3f3bce893df6e4442a5ca871a08c01f0a6d7fd2e7c828,1
04c0ea43ba49c1cc2c8d0ce5d9daa06a8f26ae0214743b5b8d217e2b9a767d32,0
04c275f2df5634f10677fe6f75f57f71a048e14eddbee3b603fd431e1b188fed,1
04c379ba86404a01d4967ab7bce7f41e51b4cafa6f2750ad94a513a4b5847dd0,0
04c7798114aca9286727efe9da4e70c331093c063498f1808ce79cda0482e855,0
04cd570dd4a72ee32aa0562fd8a06692e8195b9f7a036d0123c8194986556588,1
04d35a5ebf49ea04bc5d05d51f2b89f8d8c58c018ff7ee7194208b484ebb434b,1
04d3ec881c1d52bd9b433282a3fab9dac3688778e2f4ceb09416e6f653f76f25,0
04d463d108a282fad9d618dd4610c39e5730e633550dada6c06ac9dd48282f14,0
04d7ead3f5ba98c9f045125c03f9b41623a7f43a3ae178c837add97721d09fd1,0
04d942e1f3c3e0fe200c4b7bd9030f0363d6401ffbefb4a7e2e97f8a1299594d,0
04da003a219cd94a7885053760d685a0227e912d41f70d95f5f4c903996aaabb,0
04def4c6bf99d2ce1bbe3a7170770f6e8ffab82f94a7ad236a1002a4576cbe9a,1
04ec2f9bcfd38389fd876274ade26de576b05e8bb064413dcb6fb1e23e48c5b6,0
04ed299abb79517b83d4f5474a39a2def035f99ff0b8d48e1d48ff148a5fe1b5,1
04f00c3f3b0dd65ec87e9c3195a15a851ee34b430416e160e799ffb4f81c668f,0
04f1fde391b887c68069ab31ff89d30b167dc7c171a416820ca608bd6e1dbcc5,0
04f54c538bee473ee8213e4569f9ccc8ba96753b89cdeaff9a5111c04a4a20f6,1
04fa28a997c838bb18bddc71963a459e26332587a982d3d50ff599ba1061799c,0
04fb5fc1b3d866a835f17a55dde80bc944f8fbcd932d65865bed93fbb6c34c88,0
050016d5705c8d7860dc1b088cd98202633b33649af3fe835116755db16a02db,0
050218db9d9870ab94d332dadfb39a5314340825458ad9fe9aff34b1e9569987,0
0508055cec52e7bbba24c103f7697371679650d1c2e7e557f8e379ed9ab50438,0
050c8bdebf17d36f789bf9db397aec8c280eb29c80596fb14b660d11185c2989,0
0520d550d836d4539eb36fd7abda4945e12a7b00d125fa58e1584d4fd226d0ca,0
0528e1452535522e75d99784cd87b942caaf7440e0e7efd6be6ba2d5914a287b,0
052a94a72d57a5fd06c770d1e483cddf623a3dc3d49cc49b0840cecb47d5f7cc,1
052b720fdbe18df4d4cdfaaa75c6af8d664da273d28236442cd7bb1b2dd534b8,0
052bbecec685c8aa69940b7968cd9b364cabc0f72ae7148635febd69c4149141,1
052bc44a6f064bd7709b8858172ecbf4abbab91c36cec77da2b8f6e2da3eb401,0
052c0c7574938a068190f95fcc9403a7f42d740e8fc3f86f75a27b3ca300d8f1,0
052d54247949dd0d169af58697daf4aa1f984d44d8e59eaf35728c69dc26cdb0,0
05346e443b20ea8593ad8cd98bb89a88542affd5dca6b22c629582b6e47a2639,0
053717605a177b61d3c5ce218e96cdcc29b0f18e06a910ad81233560210d0470,0
053c4daa6ecd8ef3a7ec985fb115dc0f8f49a4cb5654723e7a138de92031036e,0
05445bfee5151f26724e9426106e7932ef1ddff3415fedbbb717f86c6fd755cf,0
0548f53e17a8dce2493a01aa071a79cae4638057101a19bf37a8e9b19cf6b5cb,1
0550fbe7c991ab41c9acf089d3529a95d27f1fca421c382514f1196532b02286,0
055105b62ea1b26300d240387ad6e200d40afad6e8c9832dde36df036a68fead,1
05594ba9e95b6e27b8f968c9072a463fcee71015c76dde66577f720b57b84af5,0
0559ff1b3dd6139febac995398a25d9f4d9d17876ff803cd2a3205d17317e6cc,1
055e6c3a8892aa08f51726baf0f2896d5a76a8f3af1d555285e8876f2aa7f4ec,0
056ed6bafc3b8b240fc7db7c600c75201123edf6ffd5eb74a095d483ad60ba56,0
05717454676edb2ae56c0748b320c2d8671d3fe709354a4ac7a70a4a13e8d4e9,0
0571c3913e5fe0b75688c2c8ce8ea8c69908a32c688bb2b212086ef0ed34b439,0
0574e1ba81980a979a5e7c74df8393301e6b2eafad997999d349203d4b880559,1
0576f55e1b365e2b2772f8a0534a52c1d7814a6c5d0068bbde6e848644384167,1
0579e54200b05e8ebf760b192285d694a81d1f1d8f40c63930d4f62439211084,1
057d43457be271961fbc616a455e745716c3790a49d9fc26bd3d31d1ebeaf96a,0
0584a9f3db5858db5c8ef2416966a00784faa265f6031b3e58dd7927a645c218,0
0587504fae040499b75dd6cd845341517aaaf646bf1f72dfc6504df46f26f822,0
058844561f19829954fa22df75ddb3b6b8f1cc3df351d68f1845e237889f8812,1
058c50725d87e7dfbb7f34eaf0615ea6c510ba50fc6487ece5d058641fb95ac0,0
05947a0db286bf5fab68c3530039601a22926a9f1698773efade5c2556a79b73,0
059820448bd72ff85d36a74d5a7201c7a0349d148e96920a70801b7243f9d80e,0
059a079fb4b1b0721e708e5a64011bfc5623f11825b8c97389055d8ada54fd39,1
059db8cbb2dd5b92639dd868fed036c0ee1ef5faff7c8031e16d9641ae869fc7,1
05a810c224e63e7bbe4674f90e93359d6910a9b155c01ef458f7bd089ca39ba5,1
05b2133fd0654974d6bbe95f8275e4f351e210f8884cb5e05a6dc0a76b919f0d,0
05b4a050edcb3095723f971d1c9bfcb50fe1ca54cd123cf52e4dce5919e56f77,0
05b6e66aac020fbb0356e8319e801e30a0e159ddd4773b65042c87dcf0cb83a0,0
05b6ead36da847f2d05680dccf34599880a2d518f273fb30205d494809a95544,0
05b9cd6153e6e34d66662944dad12a4009edbdfc85096aff2deed24b0f442d98,0
05cbba8b43a46fe2b73d029099319b17891a461405b41ea6e28e68ed92c496bc,0
